,Lat,Lng,Income
493,35.9227448,-81.5596427,48737.0
494,34.9019263,-76.5488232,60186.0
495,35.6840748,-81.2518833,52436.0
496,35.7211289,-79.17806999999999,66857.0
497,35.361354,-81.6035062,44987.0
498,35.0877672,-77.0564464,52832.0
499,34.9542604,-78.74762079999999,46292.0
500,35.7748479,-80.1875065,53473.0
501,36.0221805,-78.9031279,65317.0
502,36.1200003,-80.1875065,52017.0
503,36.0741417,-78.2426748,57099.0
504,35.2895651,-81.20781640000001,56595.0
505,36.0899873,-79.8296743,55328.0
506,35.35786480000001,-78.8835548,55753.0
507,35.3725873,-82.4319405,62131.0
508,35.8310501,-80.89865019999999,68660.0
509,35.4403514,-78.3842227,60951.0
510,35.4637028,-81.20781640000001,71514.0
511,35.2632655,-80.8543847,69072.0
512,35.3674493,-79.4703885,62469.0
513,35.9597948,-77.973865,50656.0
514,34.2154913,-77.88245959999999,56382.0
515,34.6540094,-77.4701972,49544.0
516,36.0263022,-79.1096901,74299.0
517,35.5589221,-77.4242972,53401.0
518,35.7449531,-79.8296743,49742.0
519,34.6383858,-79.1096901,35035.0
520,36.4335041,-79.8296743,43230.0
521,35.6303455,-80.54384499999999,51927.0
522,35.4258737,-81.909826,44361.0
523,36.3743453,-80.6770787,49250.0
524,34.9338651,-80.54384499999999,85985.0
525,35.8031909,-78.5660852,84215.0
526,35.3565499,-77.973865,44596.0
527,36.202858,-81.2518833,43290.0
528,35.6925497,-77.88245959999999,38830.0
529,47.0448552,-100.5049676,72494.0
530,47.071168,-97.12155790000001,62218.0
531,48.0037819,-97.35945249999999,56622.0
532,48.21474509999999,-101.5805256,71415.0
533,40.769946,-84.14351359999999,60429.0
534,41.9396982,-80.7214417,44580.0
535,39.30303079999999,-82.12783999999999,41851.0
536,40.0325848,-80.89865019999999,49780.0
537,39.440463,-84.5222189,68584.0
538,39.8912092,-83.67739279999999,50128.0
539,39.0928449,-84.1857115,67744.0
540,40.7902581,-80.7657804,53542.0
541,41.433923,-81.67582,52423.0
542,40.3033098,-83.03613759999999,107854.0
543,41.4349882,-82.4752757,60653.0
544,39.830506,-82.6483442,71469.0
545,40.0154745,-82.99316069999999,64713.0
546,41.4641521,-81.20781640000001,77391.0
547,39.697399,-83.8897057,67394.0
548,39.2355447,-84.56414699999999,60198.0
549,41.0273131,-83.67739279999999,60944.0
550,40.38717219999999,-80.7657804,47445.0
551,41.981532,-81.2518833,64076.0
552,40.1460895,-82.4752757,66013.0
553,41.4116881,-82.12783999999999,58686.0
554,41.6894388,-83.3789389,49448.0
555,40.9871753,-80.7214417,47170.0
556,40.5518645,-83.12200740000002,50608.0
557,41.080133,-81.9534815,76468.0
558,40.081473,-84.1857115,62451.0
559,39.7620028,-84.3542049,54537.0
560,39.9478393,-81.9534815,51844.0
561,41.1887572,-81.2518833,56679.0
562,40.7566723,-82.5185837,51783.0
563,39.3584253,-82.99316069999999,55717.0
564,38.861065,-82.99316069999999,45571.0
565,40.8684676,-81.2518833,55499.0
566,41.0918991,-81.5596427,57364.0
567,41.3064984,-80.7214417,47087.0
568,40.3978972,-81.42789839999999,53616.0
569,39.4241422,-84.1857115,90837.0
570,40.7588598,-81.9534815,57458.0
571,41.34784579999999,-83.67739279999999,63791.0
572,35.5593784,-98.04651849999999,73635.0
573,35.254964,-97.35165579999999,64290.0
574,34.6612778,-98.3964938,51300.0
575,35.8362494,-96.3226072,54969.0
576,35.7111198,-95.3102505,42450.0
577,35.6038323,-97.35165579999999,56235.0
578,36.1449988,-97.0068393,41272.0
579,35.275439,-97.0068393,53511.0
580,36.3898068,-95.6457951,66132.0
581,36.1593471,-95.94097099999999,57483.0
582,35.91923970000001,-95.51973939999999,64319.0
583,44.6281686,-123.3873877,70835.0
584,45.2023855,-122.1188945,80294.0
585,43.83251,-121.2616541,71643.0
586,43.1260694,-123.2492364,48585.0
587,42.334535,-122.7646577,56450.0
588,42.3447572,-123.4568737,47573.0
589,42.69527670000001,-121.6142133,56348.0
590,43.9610092,-122.6618227,57325.0
591,44.4099768,-122.53401,61488.0
592,44.8446393,-122.5927411,64306.0
593,45.5145659,-122.5863211,72900.0
594,44.9266528,-123.4919256,72914.0
595,45.7750424,-118.7606453,60425.0
596,45.5469616,-123.1386021,85734.0
597,45.1771983,-123.2395303,72904.0
598,39.8522417,-77.2864879,67715.0
599,40.4450813,-80.0087746,64871.0
600,40.8790518,-79.4703885,57636.0
601,40.6367812,-80.365865,60672.0
602,40.3451566,-75.9927652,67708.0
603,40.4531318,-78.3842227,51004.0
604,40.4107964,-75.2479061,93767.0
605,40.9115243,-79.8296743,72262.0
606,40.4894231,-78.74762079999999,49076.0
607,40.901975,-75.667356,61111.0
608,40.8765649,-77.8367282,60706.0
609,40.0010204,-75.8069082,102016.0
610,40.9519685,-78.5660852,45643.0
611,41.0274439,-76.3637285,54570.0
612,41.6661391,-80.2767327,49428.0
613,40.1299841,-77.2405153,75391.0
614,40.2734277,-76.7336521,60733.0
615,39.907793,-75.3878525,77339.0
616,42.0521954,-80.1875065,51818.0
617,39.9272324,-79.6502105,48509.0
618,39.8923855,-77.6536125,62484.0
619,40.6850762,-79.1096901,51914.0
620,41.4421199,-75.5742467,53826.0
621,40.0466571,-76.17837390000001,67376.0
622,40.957855,-80.365865,50547.0
623,40.3666686,-76.5025742,61204.0
624,40.6519679,-75.5742467,65667.0
625,41.1404353,-75.9927652,53972.0
626,41.2720004,-77.10249019999999,53881.0
627,41.2619821,-80.1875065,54543.0
628,41.0458376,-75.2479061,62413.0
629,40.2290075,-75.3878525,92302.0
630,40.7749283,-75.294569,74328.0
631,40.86743389999999,-76.6874701,47349.0
632,40.0152766,-75.1311874,47474.0
633,40.6873058,-76.17837390000001,56295.0
634,40.008411,-79.0780831,48895.0
635,40.1367719,-80.1875065,65431.0
636,40.2353963,-79.4703885,59073.0
637,39.9512496,-76.7336521,69172.0
638,41.6579147,-71.7147951,74474.0
639,41.5016969,-71.2399037,81652.0
640,41.8881582,-71.4774291,62994.0
641,41.45681130000001,-71.6673352,90003.0
642,33.6005783,-81.6035062,55634.0
643,34.5528328,-82.6483442,54322.0
644,32.2860396,-80.7214417,74127.0
645,33.1260618,-80.0087746,69398.0
646,32.7956561,-79.7848422,71531.0
647,34.3649897,-80.0087746,44606.0
648,33.1680383,-80.54384499999999,68200.0
649,33.9828684,-79.6502105,50082.0
650,34.9297484,-82.34518899999999,64412.0
651,34.1672949,-82.12783999999999,42148.0
652,33.9196567,-78.9288242,53694.0
653,34.3671762,-80.5882803,55198.0
654,34.7253411,-80.6770787,63924.0
655,34.5203466,-82.12783999999999,47218.0
656,33.9309651,-81.2518833,61631.0
657,34.74924500000001,-82.99316069999999,48204.0
658,33.5635155,-81.0754657,37701.0
659,34.9046217,-82.6483442,52190.0
660,34.0412165,-80.9428911,52293.0
661,34.860551,-81.9534815,55339.0
662,33.9123048,-80.4103957,51025.0
663,34.9871367,-81.2518833,66949.0
664,43.6631787,-96.83509989999999,61968.0
665,43.8901111,-102.2547919,58085.0
666,36.0809574,-84.2278796,49044.0
667,35.6710541,-83.8473015,59276.0
668,35.1937778,-84.8567932,52468.0
669,36.1342563,-86.8220341,63938.0
670,36.1347943,-82.82097399999999,44722.0
671,35.1618966,-85.14793639999999,57502.0
672,35.9874629,-83.9419784,60283.0
673,35.6479574,-88.86469799999999,49820.0
674,35.6195242,-87.14228949999999,66781.0
675,36.4960406,-87.460397,56948.0
676,36.134602,-85.47880649999999,49282.0
677,36.5250666,-86.86218269999999,66939.0
678,35.7724263,-86.3376761,69397.0
